sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"But sadly , there is no indication that the GMA consortium which will design , operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts .",1,29,share,VERB,Have a portion of (something) with another or others.,he shared the pie with her
"Artists ' impressions show a tram that has more in common with the flat-faced , characterless light trains of the toy-like Docklands Light Railway .",1,3,show,VERB,Allow or cause (something) to be visible.,a white blouse will show the blood
"Artists ' impressions show a tram that has more in common with the flat-faced , characterless light trains of the toy-like Docklands Light Railway .",1,7,has,VERB,"Possess, own, or hold.",he had a new car and a boat
"There is still time for GMA ( GEC , Mowlem , Amec and Greater Manchester Buses ) to consider employing an inspired architect or industrial designer .",0,1,is,VERB,Exist.,there are no easy answers
"There is still time for GMA ( GEC , Mowlem , Amec and Greater Manchester Buses ) to consider employing an inspired architect or industrial designer .",1,18,consider,VERB,"Think carefully about (something), typically before making a decision.",each application is considered on its merits
"There is still time for GMA ( GEC , Mowlem , Amec and Greater Manchester Buses ) to consider employing an inspired architect or industrial designer .",0,19,employing,VERB,Give work to (someone) and pay them for it.,the firm employs 150 people
"There is still time for GMA ( GEC , Mowlem , Amec and Greater Manchester Buses ) to consider employing an inspired architect or industrial designer .",0,21,inspired,VERB,"Fill (someone) with the urge or ability to do or feel something, especially to do something creative.",his philosophy inspired a later generation of environmentalists
"After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century .",0,10,are,VERB,Exist.,there are no easy answers
"After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century .",0,11,going,VERB,Move from one place to another; travel.,he went out to the shops
"After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century .",0,13,have,VERB,"Possess, own, or hold.",he had a new car and a boat
"After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century .",0,15,look,VERB,Direct one's gaze toward someone or something or in a specified direction.,people were looking at him
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .",0,3,are,VERB,Exist.,there are no easy answers
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .",0,6,designed,VERB,"Decide upon the look and functioning of (a building, garment, or other object), by making a detailed drawing of it.",a number of architectural students were designing a factory
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .",0,8,enhance,VERB,"Intensify, increase, or further improve the quality, value, or extent of.",his refusal does nothing to enhance his reputation
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .",1,12,serve,VERB,Perform duties or services for (another person or an organization),Malcolm has served the church very faithfully
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .",1,15,has,VERB,"Possess, own, or hold.",he had a new car and a boat
"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .",1,19,make,VERB,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
"Other British towns , Croydon and Southampton among them , are also considering modern tramways .",0,10,are,VERB,Exist.,there are no easy answers
"Other British towns , Croydon and Southampton among them , are also considering modern tramways .",1,12,considering,VERB,"Think carefully about (something), typically before making a decision.",each application is considered on its merits
"These are all referred to as Ã¢ÂÂ supertram networks , the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors .",0,1,are,VERB,Exist.,there are no easy answers
"These are all referred to as Ã¢ÂÂ supertram networks , the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors .",0,3,referred,VERB,Mention or allude to.,her mother never referred to him again
"These are all referred to as Ã¢ÂÂ supertram networks , the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors .",0,12,being,VERB,Exist.,there are no easy answers
"These are all referred to as Ã¢ÂÂ supertram networks , the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors .",0,17,is,VERB,Exist.,there are no easy answers
What it really means is that the new trams are a hybrid between street car and lightweight suburban train .,1,3,means,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
What it really means is that the new trams are a hybrid between street car and lightweight suburban train .,0,4,is,VERB,Exist.,there are no easy answers
What it really means is that the new trams are a hybrid between street car and lightweight suburban train .,0,9,are,VERB,Exist.,there are no easy answers
"Although they will slip through the city centre serving the essential parts Ã¢ÂÂ shopping malls , leisure centres , theme parks , amusement arcades and museums Ã¢ÂÂ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .",0,2,will,VERB,Expressing the future tense.,you will regret it when you are older
"Although they will slip through the city centre serving the essential parts Ã¢ÂÂ shopping malls , leisure centres , theme parks , amusement arcades and museums Ã¢ÂÂ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .",1,3,slip,VERB,Lose one's footing and slide unintentionally for a short distance.,I slipped over on the ice
"Although they will slip through the city centre serving the essential parts Ã¢ÂÂ shopping malls , leisure centres , theme parks , amusement arcades and museums Ã¢ÂÂ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .",1,8,serving,VERB,Perform duties or services for (another person or an organization),Malcolm has served the church very faithfully
"Although they will slip through the city centre serving the essential parts Ã¢ÂÂ shopping malls , leisure centres , theme parks , amusement arcades and museums Ã¢ÂÂ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .",0,30,will,VERB,Expressing the future tense.,you will regret it when you are older
"Although they will slip through the city centre serving the essential parts Ã¢ÂÂ shopping malls , leisure centres , theme parks , amusement arcades and museums Ã¢ÂÂ the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .",1,32,head,VERB,Be in the leading position on.,the St George's Day procession was headed by the mayor
"The supertram is , in effect , a low-cost replacement for British Rail 's ageing fleet of suburban diesel multiple-unit trains , those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters .",0,2,is,VERB,Exist.,there are no easy answers
"The supertram is , in effect , a low-cost replacement for British Rail 's ageing fleet of suburban diesel multiple-unit trains , those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters .",1,14,ageing,VERB,Grow old or older.,the tiredness we feel as we age
"The supertram is , in effect , a low-cost replacement for British Rail 's ageing fleet of suburban diesel multiple-unit trains , those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters .",1,23,rasping,VERB,"Make a harsh, grating noise.",my breath rasped in my throat
"They will perform some of the same functions , but they will not be an exact replacement for traditional trams .",0,1,will,VERB,Expressing the future tense.,you will regret it when you are older
"They will perform some of the same functions , but they will not be an exact replacement for traditional trams .",1,2,perform,VERB,"Carry out, accomplish, or fulfil (an action, task, or function)",I have my duties to perform
"They will perform some of the same functions , but they will not be an exact replacement for traditional trams .",0,11,will,VERB,Expressing the future tense.,you will regret it when you are older
"They will perform some of the same functions , but they will not be an exact replacement for traditional trams .",0,13,be,VERB,Exist.,there are no easy answers
"And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers .",0,5,will,VERB,Expressing the future tense.,you will regret it when you are older
"And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers .",1,6,spread,VERB,"Open out (something) so as to extend its surface area, width, or length.",I spread a towel on the sand and sat down
"And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers .",0,16,will,VERB,Expressing the future tense.,you will regret it when you are older
"And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers .",0,18,be,VERB,Exist.,there are no easy answers
"IT WAS unfair of Auden to suggest , in his Ã¢ÂÂ Letter to Lord Byron , that a poet 's Ã¢ÂÂ sense of other people 's very hazy .",0,1,WAS,VERB,Exist.,there are no easy answers
"IT WAS unfair of Auden to suggest , in his Ã¢ÂÂ Letter to Lord Byron , that a poet 's Ã¢ÂÂ sense of other people 's very hazy .",1,6,suggest,VERB,Put forward for consideration.,I suggest that we wait a day or two
But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,1,5,float,VERB,Rest or move on or near the surface of a liquid without sinking.,"she relaxed, floating gently in the water"
But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,0,17,would,VERB,(expressing the conditional mood) indicating the consequence of an imagined event or situation.,he said he would be away for a couple of days
But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,0,18,appear,VERB,"Come into sight; become visible or noticeable, especially without apparent cause.",smoke appeared on the horizon
But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,1,20,support,VERB,Bear all or part of the weight of; hold up.,the dome was supported by a hundred white columns
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,1,4,opens,VERB,Move (a door or window) so as to leave a space allowing access and vision.,she opened the door and went in
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,1,6,projected,VERB,Estimate or forecast (something) on the basis of present trends or data.,"spending was projected at £72,900 million"
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,0,11,will,VERB,Expressing the future tense.,you will regret it when you are older
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,1,12,cover,VERB,"Put something on top of or in front of (something), especially in order to protect or conceal it.",the table had been covered with a checked tablecloth
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,1,22,aims,VERB,,
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,1,24,explore,VERB,Travel through (an unfamiliar area) in order to learn about it.,he explored the Fontainebleau forest
The book Ã¢ÂÂ which opens a projected sequence of novels that will cover the period from 1968 to the present day Ã¢ÂÂ aims to explore what the blurb describes as Ã¢ÂÂ the painful transition from youth to adulthood .,1,28,describes,VERB,Give a detailed account in words of.,he described his experiences in a letter to his parents
"This , of course , is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .",0,5,is,VERB,Exist.,there are no easy answers
"This , of course , is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .",0,11,seems,VERB,Give the impression of being something or having a particular quality.,Dawn seemed annoyed
"This , of course , is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .",0,22,offers,VERB,Present or proffer (something) for (someone) to accept or reject as desired.,may I offer you a drink?
What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery .,1,3,presents,VERB,Give or award formally or ceremonially.,the duke presented certificates to the men
What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery .,0,7,is,VERB,Exist.,there are no easy answers
What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery .,1,13,filled,VERB,Cause (a space or container) to become full or almost full.,I filled the bottle with water
"The hero , Francis Mayne , is suffering from the adolescent 's emotional confusion and acute self-consciousness .",0,6,is,VERB,Exist.,there are no easy answers
"The hero , Francis Mayne , is suffering from the adolescent 's emotional confusion and acute self-consciousness .",0,7,suffering,VERB,Experience or be subjected to (something bad or unpleasant),he suffered intense pain
"He finds it hard to communicate with people , not least his separated parents .",1,1,finds,VERB,Discover or perceive by chance or unexpectedly.,Lindsey looked up to find Neil watching her
"He finds it hard to communicate with people , not least his separated parents .",0,5,communicate,VERB,"Share or exchange information, news, or ideas.",the prisoner was forbidden to communicate with his family
