sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,16,at,ADP,Expressing location or arrival in a particular place or position.,they live at Conway House
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,17,Paula,PROPN,,
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,19,who,NOUN,,
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,20,was,VERB,Exist.,there are no easy answers
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,21,seated,VERB,Arrange for (someone) to sit somewhere.,Owen seated his guests in the draughty baronial hall
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,22,in,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,23,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,24,visitor,NOUN,"A person visiting someone or somewhere, especially socially or as a tourist.",she's a frequent visitor to London
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,25,'s,PART,,
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,26,chair,NOUN,"A separate seat for one person, typically with a back and four legs.",Cafe tables and chairs face a bench seat below a lowered ceiling that curves for an atmospheric effect.
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,27,on,ADP,Physically in contact with and supported by (a surface),on the table was a water jug
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,28,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,29,other,ADJ,Denoting a person or thing that is different or distinct from one already mentioned or known about.,stick the camera on a tripod or some other means of support
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,30,side,NOUN,"A position to the left or right of an object, place, or central point.",a town on the other side of the river
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,31,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,32,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,33,desk,NOUN,"A piece of furniture with a flat or sloping surface and typically with drawers, at which one can read, write, or do other work.","he sat at his desk, reading reports"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,35,long,ADJ,Measuring a great distance from end to end.,a long corridor
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,36,legs,NOUN,Each of the limbs on which a person or animal walks and stands.,Adams broke his leg
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,37,crossed,VERB,"Go or extend across or to the other side of (an area, stretch of water, etc.)",she has crossed the Atlantic twice
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,38,elegantly,ADV,In a graceful and stylish manner.,"a handsome, elegantly dressed businessman"
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,0,Paula,PROPN,,
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,1,looked,VERB,Direct one's gaze toward someone or something or in a specified direction.,people were looking at him
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,2,every,DET,Used before a singular noun to refer to all the individual members of a set without exception.,the hotel assures every guest of personal attention
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,3,inch,NOUN,A unit of linear measure equal to one twelfth of a foot (2.54 cm),the toy train is four inches long
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,4,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,5,model,NOUN,"A three-dimensional representation of a person or thing or of a proposed structure, typically on a smaller scale than the original.",a model of St Paul's Cathedral
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,6,these,DET,,
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,7,days,NOUN,"Each of the twenty-four-hour periods, reckoned from one midnight to the next, into which a week, month, or year is divided, and corresponding to a rotation of the earth on its axis.",they only met a few days ago
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,9,Arlene,PROPN,,
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,10,thought,VERB,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,11,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,12,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,13,touch,NOUN,An act of touching someone or something.,her touch on his shoulder was hesitant
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,14,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,15,proprietorial,ADJ,Behaving as if one owned a particular thing or person; possessive.,Louis draped his arm across her shoulders in a proprietorial way
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,16,pride,NOUN,"A feeling of deep pleasure or satisfaction derived from one's own achievements, the achievements of those with whom one is closely associated, or from qualities or possessions that are widely admired.",the team was bursting with pride after recording a sensational victory
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,0,Her,ADJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,1,long,ADJ,Measuring a great distance from end to end.,a long corridor
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,2,hair,NOUN,"Any of the fine threadlike strands growing from the skin of humans, mammals, and some other animals.",coarse outer hairs overlie the thick underfur
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,4,shining,VERB,Climb quickly up or down by gripping with one's arms and legs.,he shinned up a tree
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,5,gold,NOUN,"A yellow precious metal, the chemical element of atomic number 79, used especially in jewellery and decoration and to guarantee the value of currencies.","While equities languish, precious metals such as gold have seen their value soar as investors seek a safe haven during uncertain times."
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,7,was,VERB,Exist.,there are no easy answers
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,8,swept,VERB,Clean (an area) by brushing away dirt or litter.,I've swept the floor
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,9,back,ADV,In the opposite direction from the one that one is facing or travelling towards.,he moved back a pace
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,10,and,CCONJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,11,caught,VERB,"Intercept and hold (something which has been thrown, propelled, or dropped)",she threw the bottle into the air and caught it again
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,12,at,ADP,Expressing location or arrival in a particular place or position.,they live at Conway House
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,13,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,14,nape,NOUN,The back of a person's neck.,her hair was coiled demurely at the nape of her neck
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,15,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,16,her,ADJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,17,neck,NOUN,The part of a person's or animal's body connecting the head to the rest of the body.,she had a silver crucifix around her neck
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,18,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,19,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,20,bow,NOUN,"A knot tied with two loops and two loose ends, used especially for tying shoelaces and decorative ribbons.",a girl with long hair tied back in a bow
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,22,make-up,PART,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,24,expertly,ADV,In a highly skilful or knowledgeable manner.,Dylan sings and dances expertly
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,25,applied,VERB,Make a formal application or request.,you need to apply to the local authority for a grant
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,27,accentuated,VERB,Make more noticeable or prominent.,his jacket unfortunately accentuated his paunch
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,28,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,29,classically,ADJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,30,beautiful,ADJ,Pleasing the senses or mind aesthetically.,beautiful poetry
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,31,lines,NOUN,"A long, narrow mark or band.",a row of closely spaced dots will look like a continuous line
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,32,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,33,her,ADJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,34,face,NOUN,"The front part of a person's head from the forehead to the chin, or the corresponding part in an animal.",she was scarlet in the face and perspiring profusely
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,36,and,CCONJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,37,she,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,38,wore,VERB,"Have (something) on one's body as clothing, decoration, or protection.",he was wearing a dark suit
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,39,her,PRON,Used as the object of a verb or preposition to refer to a female person or animal previously mentioned or easily identified.,she knew I hated her
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,40,well-cut,VERB,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,41,suit,NOUN,"A set of outer clothes made of the same fabric and designed to be worn together, typically consisting of a jacket and trousers or a jacket and skirt.",a pinstriped suit
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,42,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,43,all,ADJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,44,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,45,panache,NOUN,Flamboyant confidence of style or manner.,he entertained London society with great panache
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,46,that,ADJ,,
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,47,was,VERB,Exist.,there are no easy answers
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,48,expected,VERB,Regard (something) as likely to happen.,it's as well to expect the worst
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,49,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,50,her,PRON,Used as the object of a verb or preposition to refer to a female person or animal previously mentioned or easily identified.,she knew I hated her
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,0,A,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,1,good,ADJ,To be desired or approved of.,it's good that he's back to his old self
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,2,suit,NOUN,"A set of outer clothes made of the same fabric and designed to be worn together, typically consisting of a jacket and trousers or a jacket and skirt.",a pinstriped suit
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,3,was,VERB,Exist.,there are no easy answers
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,4,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,5,working,ADJ,Having paid employment.,the size of the working population
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",1,6,model,NOUN,"A three-dimensional representation of a person or thing or of a proposed structure, typically on a smaller scale than the original.",a model of St Paul's Cathedral
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,7,'s,PART,,
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",1,8,uniform,NOUN,The distinctive clothing worn by members of the same organization or body or by children attending certain schools.,airline pilots in dark blue uniforms
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,9,Ã¢ÂÂ,PROPN,,
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,10,Paula,PROPN,,
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,11,now,ADV,At the present time or moment.,where are you living now?
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,12,bought,VERB,Obtain in exchange for payment.,she bought six first-class stamps
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,13,two,NUM,Equivalent to the sum of one and one; one less than three; 2.,two years ago
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,14,each,DET,"Used to refer to every one of two or more people or things, regarded and identified separately.",each battery is in a separate compartment
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,15,season,NOUN,"Each of the four divisions of the year (spring, summer, autumn, and winter) marked by particular weather patterns and daylight hours, resulting from the earth's changing position with regard to the sun.","Now most places in the world you have four seasons; winter, spring, summer, fall but not so in Barbados."
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,16,and,CCONJ,,
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,17,wore,VERB,"Have (something) on one's body as clothing, decoration, or protection.",he was wearing a dark suit
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,18,them,PRON,Used as the object of a verb or preposition to refer to two or more people or things previously mentioned or easily identified.,I bathed the kids and read them stories
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,19,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"A good suit was a working model 's uniform Ã¢ÂÂ Paula now bought two each season and wore them with perfectly matching accessories , hat , bag and shoes .",0,20,perfectly,ADV,In a manner or way that could not be better.,the ring fitted perfectly
