sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"MODERN trams , as most continental Europeans know , neither shake nor rattle , nor do they roll .",0,12,rattle,ADJ,,
"MODERN trams , as most continental Europeans know , neither shake nor rattle , nor do they roll .",0,14,nor,CCONJ,,
"MODERN trams , as most continental Europeans know , neither shake nor rattle , nor do they roll .",0,15,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"MODERN trams , as most continental Europeans know , neither shake nor rattle , nor do they roll .",0,16,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"MODERN trams , as most continental Europeans know , neither shake nor rattle , nor do they roll .",0,17,roll,VERB,Move in a particular direction by turning over and over on an axis.,the car rolled down into a ditch
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",1,0,Sleek,ADJ,"(of hair, fur, or skin) smooth and glossy.","he was tall, with sleek, dark hair"
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,2,solidly,ADV,In a firm or secure manner.,a kick that connected solidly with Jonny's stomach
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,3,built,VERB,Construct (something) by putting parts or material together.,the ironworks were built in 1736
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",1,5,gentle,ADJ,"Having or showing a mild, kind, or tender temperament or character.","a gentle, sensitive man"
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",1,6,on,ADP,Physically in contact with and supported by (a surface),on the table was a water jug
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,7,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,8,environment,NOUN,"The surroundings or conditions in which a person, animal, or plant lives or operates.",survival in an often hostile environment
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,10,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,11,are,VERB,Exist.,there are no easy answers
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,12,often,ADV,Frequently; many times.,he often goes for long walks by himself
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,13,an,DET,,
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,14,ideal,ADJ,Satisfying one's conception of what is perfect; most suitable.,the swimming pool is ideal for a quick dip
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",1,15,form,NOUN,The visible shape or configuration of something.,"the form, colour, and texture of the tree"
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,16,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,17,city,NOUN,A large town.,one of Italy's most beautiful cities
"Sleek , solidly built , gentle on the environment , they are often an ideal form of city transport .",0,18,transport,NOUN,A system or means of conveying people or goods from place to place.,many possess their own forms of transport
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,0,They,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,1,also,ADV,In addition; too.,"a brilliant linguist, he was also interested in botany"
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",1,2,exert,VERB,"Apply or bring to bear (a force, influence, or quality)",the moon exerts a force on the Earth
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,3,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,4,fascination,NOUN,The power to fascinate someone; the quality of being fascinating.,television has always held a fascination for me
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,5,very,ADV,In a high degree.,a very large amount
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,6,much,ADJ,,
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,7,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,8,their,ADJ,,
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,9,own,ADJ,Used with a possessive to emphasize that someone or something belongs or relates to the person or thing mentioned.,they can't handle their own children
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,10,as,ADP,Used to refer to the function or character that someone or something has.,it came as a shock
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,11,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",1,12,slither,VERB,Move smoothly over a surface with a twisting or oscillating motion.,I spied a baby adder slithering away
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,13,round,ADJ,Shaped like a circle or cylinder.,"she was seated at a small, round table"
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,14,circuses,NOUN,"A travelling company of acrobats, clowns, and other entertainers which gives performances, typically in a large tent, in a series of different places.",I was thrilled by the annual visits of the circus
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,15,and,CCONJ,,
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",1,16,brush,VERB,Remove (dust or dirt) by sweeping or scrubbing.,we'll be able to brush the mud off easily
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,17,through,ADP,"Moving in one side and out of the other side of (an opening, channel, or location)",she walked through the doorway into the living room
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,18,old,ADJ,Having lived for a long time; no longer young.,the old man lay propped up on cushions
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,19,city,NOUN,A large town.,one of Italy's most beautiful cities
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,20,gates,NOUN,"A hinged barrier used to close an opening in a wall, fence, or hedge.",she closed the front gate
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,22,flashing,VERB,"Shine in a bright but brief, sudden, or intermittent way.",lightning flashed overhead
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,23,arcs,NOUN,"A part of a curve, especially a part of the circumference of a circle.",the point where a tangential line touches the arc of a circle
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,24,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,25,lightning,NOUN,"The occurrence of a natural electrical discharge of very short duration and high voltage between a cloud and the ground or within a cloud, accompanied by a bright flash and typically also thunder.",a tremendous flash of lightning
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,26,as,ADP,Used to refer to the function or character that someone or something has.,it came as a shock
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,27,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,28,switch,VERB,"Change the position, direction, or focus of.",the company switched the boats to other routes
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,29,tracks,NOUN,"A rough path or road, typically one beaten by use rather than constructed.",follow the track to the farm
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",1,30,on,ADP,Physically in contact with and supported by (a surface),on the table was a water jug
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,31,winter,NOUN,"The coldest season of the year, in the northern hemisphere from December to February and in the southern hemisphere from June to August.",the tree has a good crop of berries in winter
"They also exert a fascination very much of their own as they slither round circuses and brush through old city gates , flashing arcs of lightning as they switch tracks on winter nights .",0,32,nights,NOUN,The period from sunset to sunrise in each twenty-four hours.,a moonless night
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,0,Single-car,NOUN,,
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,2,articulated,VERB,Pronounce (something) clearly and distinctly.,he articulated each word with precision
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,3,or,CCONJ,,
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,4,double-decker,NOUN,"Something, especially a bus, that has two floors or levels.",a double-decker bus
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,6,trams,NOUN,"A passenger vehicle powered by electricity conveyed by overhead cables, and running on rails laid in a public road.",Towns and cities considering tram schemes yesterday attacked Government indecision and demanded clear guidelines on what Ministers were prepared to pay for.
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,7,are,VERB,Exist.,there are no easy answers
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,8,one,NUM,The lowest cardinal number; half of two; 1.,there's only room for one person
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,9,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,10,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,11,most,ADV,"Forming the superlative of adjectives and adverbs, especially those of more than one syllable.",the most important event of my life
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,12,reliable,ADJ,Consistently good in quality or performance; able to be trusted.,a reliable source of information
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,13,and,CCONJ,,
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,14,enduring,ADJ,Lasting over a period of time; durable.,he formed a number of enduring relationships with women
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",1,15,forms,NOUN,The visible shape or configuration of something.,"the form, colour, and texture of the tree"
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,16,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,17,public,ADJ,Of or concerning the people as a whole.,public concern
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,18,transport,NOUN,A system or means of conveying people or goods from place to place.,many possess their own forms of transport
"Single-car , articulated or double-decker , trams are one of the most reliable and enduring forms of public transport invented .",0,19,invented,VERB,Create or design (something that has not existed before); be the originator of.,he invented an improved form of the steam engine
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,0,Eventually,ADV,"In the end, especially after a long delay, dispute, or series of problems.","eventually, after midnight, I arrived at the hotel"
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,1,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,2,will,VERB,Expressing the future tense.,you will regret it when you are older
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,3,be,VERB,Exist.,there are no easy answers
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,4,replaced,VERB,Take the place of.,Ian's smile was replaced by a frown
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,6,but,CCONJ,,
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,7,more,ADJ,,
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,8,than,ADP,Introducing the second element in a comparison.,he was much smaller than his son
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,9,60,NUM,,
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,10,years,NOUN,The time taken by the earth to make one revolution around the sun.,Roughly half of the American people know that it takes a year for the Earth to go around the Sun.
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",1,11,on,ADP,Physically in contact with and supported by (a surface),on the table was a water jug
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,12,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",1,13,run,VERB,"Move at a speed faster than a walk, never having both or all the feet on the ground at the same time.",the dog ran across the road
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",1,14,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,15,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",1,16,rhythmic,ADJ,Having or relating to rhythm.,a rhythmic dance
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,17,reliability,NOUN,The quality of being trustworthy or of performing consistently well.,the car's background gives me every confidence in its reliability
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,18,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,19,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,20,Swiss,ADJ,Relating to Switzerland or its people.,"Raised in Pennsylvania, he spent the summers in Switzerland with his Swiss architect father."
"Eventually they will be replaced , but more than 60 years on they run with the rhythmic reliability of a Swiss watch .",0,21,watch,NOUN,A small timepiece worn typically on a strap on one's wrist.,my watch had stopped
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,0,Last,ADJ,Coming after all others in time or order; final.,they caught the last bus
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,1,month,NOUN,Each of the twelve named periods into which a year is divided.,the first six months of 1992
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,2,it,PRON,Used to refer to a thing previously mentioned or easily identified.,a room with two beds in it
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,3,was,VERB,Exist.,there are no easy answers
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,4,announced,VERB,"Make a formal public statement about a fact, occurrence, or intention.",the company announced that its profits declined much less in the second quarter than analysts had expected
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,5,that,ADP,,
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,6,Britain,PROPN,,
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,7,will,VERB,Expressing the future tense.,you will regret it when you are older
Last month it was announced that Britain will get its first new-wave trams in 1991 .,1,8,get,VERB,Come to have (something); receive.,I got a letter from him the other day
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,9,its,ADJ,,
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,10,first,ADJ,,
Last month it was announced that Britain will get its first new-wave trams in 1991 .,1,11,new-wave,NOUN,"A new movement or trend, especially in the arts.",new wave bands
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,12,trams,NOUN,"A passenger vehicle powered by electricity conveyed by overhead cables, and running on rails laid in a public road.",Towns and cities considering tram schemes yesterday attacked Government indecision and demanded clear guidelines on what Ministers were prepared to pay for.
Last month it was announced that Britain will get its first new-wave trams in 1991 .,1,13,in,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
Last month it was announced that Britain will get its first new-wave trams in 1991 .,0,14,1991,NUM,,
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,0,Destined,VERB,Intend or choose for a particular purpose or end.,"This perverted abhorrence of women destines religions to collide with modernity everywhere, for to be modern is to set women free."
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,1,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,2,run,VERB,"Move at a speed faster than a walk, never having both or all the feet on the ground at the same time.",the dog ran across the road
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,3,in,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,4,Manchester,PROPN,,
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,6,they,PRON,Used to refer to two or more people or things previously mentioned or easily identified.,the two men could get life sentences if they are convicted
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,7,will,VERB,Expressing the future tense.,you will regret it when you are older
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,8,relieve,VERB,"Cause (pain, distress, or difficulty) to become less severe or serious.",the drug was used to promote sleep and to relieve pain
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,9,traffic,NOUN,Vehicles moving on a public highway.,a stream of heavy traffic
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,10,congestion,NOUN,The state of being congested.,the new bridge should ease congestion in the area
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,11,and,CCONJ,,
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,12,help,VERB,Make it easier or possible for (someone) to do something by offering one's services or resources.,they helped her with domestic chores
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,13,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,14,reduce,VERB,"Make smaller or less in amount, degree, or size.",the need for businesses to reduce costs
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,15,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",1,16,levels,NOUN,A horizontal plane or line with respect to the distance above or below a given point.,the front garden is on a level with this floor
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,17,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,18,carbon,NOUN,"The chemical element of atomic number 6, a non-metal which has two main forms (diamond and graphite) and which also occurs in impure form in charcoal, soot, and coal.","Combustion, or burning, is a chemical process involving carbon, hydrogen and oxygen."
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,19,monoxide,NOUN,An oxide containing one atom of oxygen in its molecule or empirical formula.,This atomic chlorine reacts readily with ozone to produce chlorine monoxide and molecular oxygen.
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,20,in,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
"Destined to run in Manchester , they will relieve traffic congestion and help to reduce the levels of carbon monoxide in the city centre , outlying suburbs and satellite towns of Bury , Altrincham , Salford , Oldham and Rochdale .",0,21,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
